id,visitors
air_1509881b22965b34_2017-04-26,17.0184
air_1509881b22965b34_2017-04-27,6.8746
air_1509881b22965b34_2017-04-28,16.4167
air_1509881b22965b34_2017-04-29,15.1100
air_1509881b22965b34_2017-04-30,12.5188
air_1509881b22965b34_2017-05-01,19.6671
air_1509881b22965b34_2017-05-02,9.9189
air_1509881b22965b34_2017-05-03,8.0000
air_1509881b22965b34_2017-05-04,7.9271
air_1509881b22965b34_2017-05-05,16.4167
air_1509881b22965b34_2017-05-06,15.1100
air_1509881b22965b34_2017-05-07,12.5188
air_1509881b22965b34_2017-05-08,19.6671
air_1509881b22965b34_2017-05-09,9.9189
air_1509881b22965b34_2017-05-10,17.0184
air_1509881b22965b34_2017-05-11,6.8746
air_1509881b22965b34_2017-05-12,16.4167
air_1509881b22965b34_2017-05-13,15.1100
air_1509881b22965b34_2017-05-14,12.5188
air_1509881b22965b34_2017-05-15,19.6671
air_1509881b22965b34_2017-05-16,9.9189
air_1509881b22965b34_2017-05-17,17.0184
air_1509881b22965b34_2017-05-18,6.8746
air_1509881b22965b34_2017-05-19,16.4167
air_1509881b22965b34_2017-05-20,15.1100
air_1509881b22965b34_2017-05-21,12.5188
air_1509881b22965b34_2017-05-22,19.6671
air_1509881b22965b34_2017-05-23,9.9189
air_1509881b22965b34_2017-05-24,17.0184
air_1509881b22965b34_2017-05-25,6.8746
air_1509881b22965b34_2017-05-26,16.4167
air_1509881b22965b34_2017-05-27,15.1100
air_1509881b22965b34_2017-05-28,12.5188
air_1509881b22965b34_2017-05-29,19.6671
air_1509881b22965b34_2017-05-30,9.9189
air_1509881b22965b34_2017-05-31,17.0184
air_152c1f08d7d20e07_2017-04-23,8.7578
air_152c1f08d7d20e07_2017-04-24,6.2976
air_152c1f08d7d20e07_2017-04-25,6.6770
air_152c1f08d7d20e07_2017-04-26,5.8070
air_152c1f08d7d20e07_2017-04-27,6.6681
air_152c1f08d7d20e07_2017-04-28,11.0949
air_152c1f08d7d20e07_2017-04-29,21.7330
air_152c1f08d7d20e07_2017-04-30,8.7578
air_152c1f08d7d20e07_2017-05-01,6.2976
air_152c1f08d7d20e07_2017-05-02,6.6770
air_152c1f08d7d20e07_2017-05-03,5.8070
air_152c1f08d7d20e07_2017-05-04,18.1290
air_152c1f08d7d20e07_2017-05-05,17.0000
air_152c1f08d7d20e07_2017-05-06,21.7330
air_152c1f08d7d20e07_2017-05-07,8.7578
air_152c1f08d7d20e07_2017-05-08,6.2976
air_152c1f08d7d20e07_2017-05-09,6.6770
air_152c1f08d7d20e07_2017-05-10,5.8070
air_152c1f08d7d20e07_2017-05-11,6.6681
air_152c1f08d7d20e07_2017-05-12,11.0949
air_152c1f08d7d20e07_2017-05-13,21.7330
air_152c1f08d7d20e07_2017-05-14,8.7578
air_152c1f08d7d20e07_2017-05-15,6.2976
air_152c1f08d7d20e07_2017-05-16,6.6770
air_152c1f08d7d20e07_2017-05-17,5.8070
air_152c1f08d7d20e07_2017-05-18,6.6681
air_152c1f08d7d20e07_2017-05-19,11.0949
air_152c1f08d7d20e07_2017-05-20,21.7330
air_152c1f08d7d20e07_2017-05-21,8.7578
air_152c1f08d7d20e07_2017-05-22,6.2976
air_152c1f08d7d20e07_2017-05-23,6.6770
air_152c1f08d7d20e07_2017-05-24,5.8070
air_152c1f08d7d20e07_2017-05-25,6.6681
air_152c1f08d7d20e07_2017-05-26,11.0949
air_152c1f08d7d20e07_2017-05-27,21.7330
air_152c1f08d7d20e07_2017-05-28,8.7578
air_152c1f08d7d20e07_2017-05-29,6.2976
air_152c1f08d7d20e07_2017-05-30,6.6770
air_152c1f08d7d20e07_2017-05-31,5.8070
air_15ae33469e9ea2dd_2017-04-23,7.2169
air_15ae33469e9ea2dd_2017-04-24,4.9334
air_15ae33469e9ea2dd_2017-04-25,8.3963
air_15ae33469e9ea2dd_2017-04-26,8.2744
air_15ae33469e9ea2dd_2017-04-27,8.2215
air_15ae33469e9ea2dd_2017-04-28,13.1774
air_15ae33469e9ea2dd_2017-04-29,13.6610
air_15ae33469e9ea2dd_2017-04-30,7.2169
air_15ae33469e9ea2dd_2017-05-01,4.9334
air_15ae33469e9ea2dd_2017-05-02,8.3963
air_15ae33469e9ea2dd_2017-05-03,2.0000
air_15ae33469e9ea2dd_2017-05-04,8.2215
air_15ae33469e9ea2dd_2017-05-05,28.0000
air_15ae33469e9ea2dd_2017-05-06,13.6610
air_15ae33469e9ea2dd_2017-05-07,7.2169
air_15ae33469e9ea2dd_2017-05-08,4.9334
air_15ae33469e9ea2dd_2017-05-09,8.3963
air_15ae33469e9ea2dd_2017-05-10,8.2744
air_15ae33469e9ea2dd_2017-05-11,8.2215
air_15ae33469e9ea2dd_2017-05-12,13.1774
air_15ae33469e9ea2dd_2017-05-13,13.6610
air_15ae33469e9ea2dd_2017-05-14,7.2169
air_15ae33469e9ea2dd_2017-05-15,4.9334
air_15ae33469e9ea2dd_2017-05-16,8.3963
air_15ae33469e9ea2dd_2017-05-17,8.2744
air_15ae33469e9ea2dd_2017-05-18,8.2215
air_15ae33469e9ea2dd_2017-05-19,13.1774
air_15ae33469e9ea2dd_2017-05-20,13.6610
air_15ae33469e9ea2dd_2017-05-21,7.2169
air_15ae33469e9ea2dd_2017-05-22,4.9334
air_15ae33469e9ea2dd_2017-05-23,8.3963
air_15ae33469e9ea2dd_2017-05-24,8.2744
air_15ae33469e9ea2dd_2017-05-25,8.2215
air_15ae33469e9ea2dd_2017-05-26,13.1774
air_15ae33469e9ea2dd_2017-05-27,13.6610
air_15ae33469e9ea2dd_2017-05-28,7.2169
air_15ae33469e9ea2dd_2017-05-29,4.9334
air_15ae33469e9ea2dd_2017-05-30,8.3963
air_15ae33469e9ea2dd_2017-05-31,8.2744
air_15e6e15c7ea2c162_2017-04-23,2.8168
air_15e6e15c7ea2c162_2017-04-24,11.5706
air_15e6e15c7ea2c162_2017-04-25,16.2753
air_15e6e15c7ea2c162_2017-04-26,18.2304
air_15e6e15c7ea2c162_2017-04-27,18.7564
air_15e6e15c7ea2c162_2017-04-28,29.6996
air_15e6e15c7ea2c162_2017-04-29,26.7080
air_15e6e15c7ea2c162_2017-04-30,2.8168
air_15e6e15c7ea2c162_2017-05-01,11.5706
air_15e6e15c7ea2c162_2017-05-02,16.2753
air_15e6e15c7ea2c162_2017-05-03,11.0000
air_15e6e15c7ea2c162_2017-05-04,27.7022
air_15e6e15c7ea2c162_2017-05-05,11.0000
air_15e6e15c7ea2c162_2017-05-06,26.7080
air_15e6e15c7ea2c162_2017-05-07,2.8168
air_15e6e15c7ea2c162_2017-05-08,11.5706
air_15e6e15c7ea2c162_2017-05-09,16.2753
air_15e6e15c7ea2c162_2017-05-10,18.2304
air_15e6e15c7ea2c162_2017-05-11,18.7564
air_15e6e15c7ea2c162_2017-05-12,29.6996
air_15e6e15c7ea2c162_2017-05-13,26.7080
air_15e6e15c7ea2c162_2017-05-14,2.8168
air_15e6e15c7ea2c162_2017-05-15,11.5706
air_15e6e15c7ea2c162_2017-05-16,16.2753
air_15e6e15c7ea2c162_2017-05-17,18.2304
air_15e6e15c7ea2c162_2017-05-18,18.7564
air_15e6e15c7ea2c162_2017-05-19,29.6996
air_15e6e15c7ea2c162_2017-05-20,26.7080
air_15e6e15c7ea2c162_2017-05-21,2.8168
air_15e6e15c7ea2c162_2017-05-22,11.5706
air_15e6e15c7ea2c162_2017-05-23,16.2753
air_15e6e15c7ea2c162_2017-05-24,18.2304
air_15e6e15c7ea2c162_2017-05-25,18.7564
air_15e6e15c7ea2c162_2017-05-26,29.6996
air_15e6e15c7ea2c162_2017-05-27,26.7080
air_15e6e15c7ea2c162_2017-05-28,2.8168
air_15e6e15c7ea2c162_2017-05-29,11.5706
air_15e6e15c7ea2c162_2017-05-30,16.2753
air_15e6e15c7ea2c162_2017-05-31,18.2304
air_16179d43b6ee5fd8_2017-04-23,16.3065
air_16179d43b6ee5fd8_2017-04-24,5.9664
air_16179d43b6ee5fd8_2017-04-25,6.1737
air_16179d43b6ee5fd8_2017-04-26,6.4106
air_16179d43b6ee5fd8_2017-04-27,6.9678
air_16179d43b6ee5fd8_2017-04-28,5.4735
air_16179d43b6ee5fd8_2017-04-29,10.2722
air_16179d43b6ee5fd8_2017-04-30,16.3065
air_16179d43b6ee5fd8_2017-05-01,5.9664
air_16179d43b6ee5fd8_2017-05-02,6.1737
air_16179d43b6ee5fd8_2017-05-03,9.0000
air_16179d43b6ee5fd8_2017-05-04,11.1010
air_16179d43b6ee5fd8_2017-05-05,13.3212
air_16179d43b6ee5fd8_2017-05-06,10.2722
air_16179d43b6ee5fd8_2017-05-07,16.3065
air_16179d43b6ee5fd8_2017-05-08,5.9664
air_16179d43b6ee5fd8_2017-05-09,6.1737
air_16179d43b6ee5fd8_2017-05-10,6.4106
air_16179d43b6ee5fd8_2017-05-11,6.9678
air_16179d43b6ee5fd8_2017-05-12,5.4735
air_16179d43b6ee5fd8_2017-05-13,10.2722
air_16179d43b6ee5fd8_2017-05-14,16.3065
air_16179d43b6ee5fd8_2017-05-15,5.9664
air_16179d43b6ee5fd8_2017-05-16,6.1737
air_16179d43b6ee5fd8_2017-05-17,6.4106
air_16179d43b6ee5fd8_2017-05-18,6.9678
air_16179d43b6ee5fd8_2017-05-19,5.4735
air_16179d43b6ee5fd8_2017-05-20,10.2722
air_16179d43b6ee5fd8_2017-05-21,16.3065
air_16179d43b6ee5fd8_2017-05-22,5.9664
air_16179d43b6ee5fd8_2017-05-23,6.1737
air_16179d43b6ee5fd8_2017-05-24,6.4106
air_16179d43b6ee5fd8_2017-05-25,6.9678
air_16179d43b6ee5fd8_2017-05-26,5.4735
air_16179d43b6ee5fd8_2017-05-27,10.2722
air_16179d43b6ee5fd8_2017-05-28,16.3065
air_16179d43b6ee5fd8_2017-05-29,5.9664
air_16179d43b6ee5fd8_2017-05-30,6.1737
air_16179d43b6ee5fd8_2017-05-31,6.4106
air_1653a6c513865af3_2017-04-23,37.1410
air_1653a6c513865af3_2017-04-24,28.4314
air_1653a6c513865af3_2017-04-25,12.3509
air_1653a6c513865af3_2017-04-26,33.0229
air_1653a6c513865af3_2017-04-27,24.8088
air_1653a6c513865af3_2017-04-28,35.7606
air_1653a6c513865af3_2017-04-29,45.5955
air_1653a6c513865af3_2017-04-30,37.1410
air_1653a6c513865af3_2017-05-01,28.4314
air_1653a6c513865af3_2017-05-02,12.3509
air_1653a6c513865af3_2017-05-03,52.3749
air_1653a6c513865af3_2017-05-04,36.3461
air_1653a6c513865af3_2017-05-05,30.0114
air_1653a6c513865af3_2017-05-06,45.5955
air_1653a6c513865af3_2017-05-07,37.1410
air_1653a6c513865af3_2017-05-08,28.4314
air_1653a6c513865af3_2017-05-09,12.3509
air_1653a6c513865af3_2017-05-10,33.0229
air_1653a6c513865af3_2017-05-11,24.8088
air_1653a6c513865af3_2017-05-12,35.7606
air_1653a6c513865af3_2017-05-13,45.5955
air_1653a6c513865af3_2017-05-14,37.1410
air_1653a6c513865af3_2017-05-15,28.4314
air_1653a6c513865af3_2017-05-16,12.3509
air_1653a6c513865af3_2017-05-17,33.0229
air_1653a6c513865af3_2017-05-18,24.8088
air_1653a6c513865af3_2017-05-19,35.7606
air_1653a6c513865af3_2017-05-20,45.5955
air_1653a6c513865af3_2017-05-21,37.1410
air_1653a6c513865af3_2017-05-22,28.4314
air_1653a6c513865af3_2017-05-23,12.3509
air_1653a6c513865af3_2017-05-24,33.0229
air_1653a6c513865af3_2017-05-25,24.8088
air_1653a6c513865af3_2017-05-26,35.7606
air_1653a6c513865af3_2017-05-27,45.5955
air_1653a6c513865af3_2017-05-28,37.1410
air_1653a6c513865af3_2017-05-29,28.4314
air_1653a6c513865af3_2017-05-30,12.3509
air_1653a6c513865af3_2017-05-31,33.0229
air_168441ada3e878e1_2017-04-23,48.6978
air_168441ada3e878e1_2017-04-24,33.5927
air_168441ada3e878e1_2017-04-25,34.5816
air_168441ada3e878e1_2017-04-26,36.4954
air_168441ada3e878e1_2017-04-27,37.5894
air_168441ada3e878e1_2017-04-28,33.2394
air_168441ada3e878e1_2017-04-29,44.2888
air_168441ada3e878e1_2017-04-30,48.6978
air_168441ada3e878e1_2017-05-01,33.5927
air_168441ada3e878e1_2017-05-02,34.5816
air_168441ada3e878e1_2017-05-03,43.0000
air_168441ada3e878e1_2017-05-04,41.3798
air_168441ada3e878e1_2017-05-05,48.4083
air_168441ada3e878e1_2017-05-06,44.2888
air_168441ada3e878e1_2017-05-07,48.6978
air_168441ada3e878e1_2017-05-08,33.5927
air_168441ada3e878e1_2017-05-09,34.5816
air_168441ada3e878e1_2017-05-10,36.4954
air_168441ada3e878e1_2017-05-11,37.5894
air_168441ada3e878e1_2017-05-12,33.2394
air_168441ada3e878e1_2017-05-13,44.2888
air_168441ada3e878e1_2017-05-14,48.6978
air_168441ada3e878e1_2017-05-15,33.5927
air_168441ada3e878e1_2017-05-16,34.5816
air_168441ada3e878e1_2017-05-17,36.4954
air_168441ada3e878e1_2017-05-18,37.5894
air_168441ada3e878e1_2017-05-19,33.2394
air_168441ada3e878e1_2017-05-20,44.2888
air_168441ada3e878e1_2017-05-21,48.6978
air_168441ada3e878e1_2017-05-22,33.5927
air_168441ada3e878e1_2017-05-23,34.5816
air_168441ada3e878e1_2017-05-24,36.4954
air_168441ada3e878e1_2017-05-25,37.5894
air_168441ada3e878e1_2017-05-26,33.2394
air_168441ada3e878e1_2017-05-27,44.2888
air_168441ada3e878e1_2017-05-28,48.6978
air_168441ada3e878e1_2017-05-29,33.5927
air_168441ada3e878e1_2017-05-30,34.5816
air_168441ada3e878e1_2017-05-31,36.4954
air_16c4cfddeb2cf69b_2017-04-23,17.8626
air_16c4cfddeb2cf69b_2017-04-24,8.3766
air_16c4cfddeb2cf69b_2017-04-25,12.1833
air_16c4cfddeb2cf69b_2017-04-26,9.4056
air_16c4cfddeb2cf69b_2017-04-27,7.8628
air_16c4cfddeb2cf69b_2017-04-28,10.7587
air_16c4cfddeb2cf69b_2017-04-29,20.6470
air_16c4cfddeb2cf69b_2017-04-30,17.8626
air_16c4cfddeb2cf69b_2017-05-01,8.3766
air_16c4cfddeb2cf69b_2017-05-02,12.1833
air_16c4cfddeb2cf69b_2017-05-03,9.0000
air_16c4cfddeb2cf69b_2017-05-04,24.6994
air_16c4cfddeb2cf69b_2017-05-05,27.8215
air_16c4cfddeb2cf69b_2017-05-06,20.6470
air_16c4cfddeb2cf69b_2017-05-07,17.8626
air_16c4cfddeb2cf69b_2017-05-08,8.3766
air_16c4cfddeb2cf69b_2017-05-09,12.1833
air_16c4cfddeb2cf69b_2017-05-10,9.4056
air_16c4cfddeb2cf69b_2017-05-11,7.8628
air_16c4cfddeb2cf69b_2017-05-12,10.7587
air_16c4cfddeb2cf69b_2017-05-13,20.6470
air_16c4cfddeb2cf69b_2017-05-14,17.8626
air_16c4cfddeb2cf69b_2017-05-15,8.3766
air_16c4cfddeb2cf69b_2017-05-16,12.1833
air_16c4cfddeb2cf69b_2017-05-17,9.4056
air_16c4cfddeb2cf69b_2017-05-18,7.8628
air_16c4cfddeb2cf69b_2017-05-19,10.7587
air_16c4cfddeb2cf69b_2017-05-20,20.6470
air_16c4cfddeb2cf69b_2017-05-21,17.8626
air_16c4cfddeb2cf69b_2017-05-22,8.3766
air_16c4cfddeb2cf69b_2017-05-23,12.1833
air_16c4cfddeb2cf69b_2017-05-24,9.4056
air_16c4cfddeb2cf69b_2017-05-25,7.8628
air_16c4cfddeb2cf69b_2017-05-26,10.7587
air_16c4cfddeb2cf69b_2017-05-27,20.6470
air_16c4cfddeb2cf69b_2017-05-28,17.8626
air_16c4cfddeb2cf69b_2017-05-29,8.3766
air_16c4cfddeb2cf69b_2017-05-30,12.1833
air_16c4cfddeb2cf69b_2017-05-31,9.4056
air_16cf0a73233896de_2017-04-23,9.2759
air_16cf0a73233896de_2017-04-24,1.4818
air_16cf0a73233896de_2017-04-25,4.8261
air_16cf0a73233896de_2017-04-26,6.6496
air_16cf0a73233896de_2017-04-27,5.7832
air_16cf0a73233896de_2017-04-28,10.5701
air_16cf0a73233896de_2017-04-29,13.3059
air_16cf0a73233896de_2017-04-30,9.2759
air_16cf0a73233896de_2017-05-01,1.4818
air_16cf0a73233896de_2017-05-02,4.8261
air_16cf0a73233896de_2017-05-03,13.0022
air_16cf0a73233896de_2017-05-04,17.4552
air_16cf0a73233896de_2017-05-05,18.9974
air_16cf0a73233896de_2017-05-06,13.3059
air_16cf0a73233896de_2017-05-07,9.2759
air_16cf0a73233896de_2017-05-08,1.4818
air_16cf0a73233896de_2017-05-09,4.8261
air_16cf0a73233896de_2017-05-10,6.6496
air_16cf0a73233896de_2017-05-11,5.7832
air_16cf0a73233896de_2017-05-12,10.5701
air_16cf0a73233896de_2017-05-13,13.3059
air_16cf0a73233896de_2017-05-14,9.2759
air_16cf0a73233896de_2017-05-15,1.4818
air_16cf0a73233896de_2017-05-16,4.8261
air_16cf0a73233896de_2017-05-17,6.6496
air_16cf0a73233896de_2017-05-18,5.7832
air_16cf0a73233896de_2017-05-19,10.5701
air_16cf0a73233896de_2017-05-20,13.3059
air_16cf0a73233896de_2017-05-21,9.2759
air_16cf0a73233896de_2017-05-22,1.4818
air_16cf0a73233896de_2017-05-23,4.8261
air_16cf0a73233896de_2017-05-24,6.6496
air_16cf0a73233896de_2017-05-25,5.7832
air_16cf0a73233896de_2017-05-26,10.5701
air_16cf0a73233896de_2017-05-27,13.3059
air_16cf0a73233896de_2017-05-28,9.2759
air_16cf0a73233896de_2017-05-29,1.4818
air_16cf0a73233896de_2017-05-30,4.8261
air_16cf0a73233896de_2017-05-31,6.6496
air_1707a3f18bb0da07_2017-04-23,15.7081
air_1707a3f18bb0da07_2017-04-24,19.6045
air_1707a3f18bb0da07_2017-04-25,12.3554
air_1707a3f18bb0da07_2017-04-26,21.6652
air_1707a3f18bb0da07_2017-04-27,24.7000
air_1707a3f18bb0da07_2017-04-28,31.6178
air_1707a3f18bb0da07_2017-04-29,23.0151
air_1707a3f18bb0da07_2017-04-30,15.7081
air_1707a3f18bb0da07_2017-05-01,14.0045
air_1707a3f18bb0da07_2017-05-02,10.9554
air_1707a3f18bb0da07_2017-05-03,6.0000
air_1707a3f18bb0da07_2017-05-04,15.0679
air_1707a3f18bb0da07_2017-05-05,27.2106
air_1707a3f18bb0da07_2017-05-06,23.0151
air_1707a3f18bb0da07_2017-05-07,15.7081
air_1707a3f18bb0da07_2017-05-08,14.0045
air_1707a3f18bb0da07_2017-05-09,10.9554
air_1707a3f18bb0da07_2017-05-10,18.0652
air_1707a3f18bb0da07_2017-05-11,17.1000
air_1707a3f18bb0da07_2017-05-12,29.2178
air_1707a3f18bb0da07_2017-05-13,23.0151
air_1707a3f18bb0da07_2017-05-14,15.7081
air_1707a3f18bb0da07_2017-05-15,14.0045
air_1707a3f18bb0da07_2017-05-16,10.9554
air_1707a3f18bb0da07_2017-05-17,18.0652
air_1707a3f18bb0da07_2017-05-18,17.1000
air_1707a3f18bb0da07_2017-05-19,30.4178
air_1707a3f18bb0da07_2017-05-20,23.0151
air_1707a3f18bb0da07_2017-05-21,15.7081
air_1707a3f18bb0da07_2017-05-22,14.0045
air_1707a3f18bb0da07_2017-05-23,10.9554
air_1707a3f18bb0da07_2017-05-24,18.0652
air_1707a3f18bb0da07_2017-05-25,17.1000
air_1707a3f18bb0da07_2017-05-26,29.2178
air_1707a3f18bb0da07_2017-05-27,25.8151
air_1707a3f18bb0da07_2017-05-28,15.7081
air_1707a3f18bb0da07_2017-05-29,14.0045
air_1707a3f18bb0da07_2017-05-30,10.9554
air_1707a3f18bb0da07_2017-05-31,18.0652
air_17a6ab40f97fd4d8_2017-04-23,7.6567
air_17a6ab40f97fd4d8_2017-04-24,4.7310
air_17a6ab40f97fd4d8_2017-04-25,4.1867
air_17a6ab40f97fd4d8_2017-04-26,8.2827
air_17a6ab40f97fd4d8_2017-04-27,3.9218
air_17a6ab40f97fd4d8_2017-04-28,2.2203
air_17a6ab40f97fd4d8_2017-04-29,1.8795
air_17a6ab40f97fd4d8_2017-04-30,7.6567
air_17a6ab40f97fd4d8_2017-05-01,4.7310
air_17a6ab40f97fd4d8_2017-05-02,4.1867
air_17a6ab40f97fd4d8_2017-05-03,8.2827
air_17a6ab40f97fd4d8_2017-05-04,3.9218
air_17a6ab40f97fd4d8_2017-05-05,2.2203
air_17a6ab40f97fd4d8_2017-05-06,1.8795
air_17a6ab40f97fd4d8_2017-05-07,7.6567
air_17a6ab40f97fd4d8_2017-05-08,4.7310
air_17a6ab40f97fd4d8_2017-05-09,4.1867
air_17a6ab40f97fd4d8_2017-05-10,8.2827
air_17a6ab40f97fd4d8_2017-05-11,3.9218
air_17a6ab40f97fd4d8_2017-05-12,2.2203
air_17a6ab40f97fd4d8_2017-05-13,1.8795
air_17a6ab40f97fd4d8_2017-05-14,7.6567
air_17a6ab40f97fd4d8_2017-05-15,4.7310
air_17a6ab40f97fd4d8_2017-05-16,4.1867
air_17a6ab40f97fd4d8_2017-05-17,8.2827
air_17a6ab40f97fd4d8_2017-05-18,3.9218
air_17a6ab40f97fd4d8_2017-05-19,2.2203
air_17a6ab40f97fd4d8_2017-05-20,1.8795
air_17a6ab40f97fd4d8_2017-05-21,7.6567
air_17a6ab40f97fd4d8_2017-05-22,4.7310
air_17a6ab40f97fd4d8_2017-05-23,4.1867
air_17a6ab40f97fd4d8_2017-05-24,8.2827
air_17a6ab40f97fd4d8_2017-05-25,3.9218
air_17a6ab40f97fd4d8_2017-05-26,2.2203
air_17a6ab40f97fd4d8_2017-05-27,1.8795
air_17a6ab40f97fd4d8_2017-05-28,7.6567
air_17a6ab40f97fd4d8_2017-05-29,4.7310
air_17a6ab40f97fd4d8_2017-05-30,4.1867
air_17a6ab40f97fd4d8_2017-05-31,8.2827
air_17bed6dbf7c8b0fc_2017-04-23,4.7498
air_17bed6dbf7c8b0fc_2017-04-24,4.0000
air_17bed6dbf7c8b0fc_2017-04-25,15.1859
air_17bed6dbf7c8b0fc_2017-04-26,19.7933
air_17bed6dbf7c8b0fc_2017-04-27,16.4629
air_17bed6dbf7c8b0fc_2017-04-28,13.0252
air_17bed6dbf7c8b0fc_2017-04-29,27.5161
air_17bed6dbf7c8b0fc_2017-04-30,4.7498
air_17bed6dbf7c8b0fc_2017-05-01,4.0000
air_17bed6dbf7c8b0fc_2017-05-02,15.1859
air_17bed6dbf7c8b0fc_2017-05-03,22.0168
air_17bed6dbf7c8b0fc_2017-05-04,32.5883
air_17bed6dbf7c8b0fc_2017-05-05,33.0034
air_17bed6dbf7c8b0fc_2017-05-06,27.5161
air_17bed6dbf7c8b0fc_2017-05-07,4.7498
air_17bed6dbf7c8b0fc_2017-05-08,4.0000
air_17bed6dbf7c8b0fc_2017-05-09,15.1859
air_17bed6dbf7c8b0fc_2017-05-10,19.7933
air_17bed6dbf7c8b0fc_2017-05-11,16.4629
air_17bed6dbf7c8b0fc_2017-05-12,13.0252
air_17bed6dbf7c8b0fc_2017-05-13,27.5161
air_17bed6dbf7c8b0fc_2017-05-14,4.7498
air_17bed6dbf7c8b0fc_2017-05-15,4.0000
air_17bed6dbf7c8b0fc_2017-05-16,15.1859
air_17bed6dbf7c8b0fc_2017-05-17,19.7933
air_17bed6dbf7c8b0fc_2017-05-18,16.4629
air_17bed6dbf7c8b0fc_2017-05-19,13.0252
air_17bed6dbf7c8b0fc_2017-05-20,27.5161
air_17bed6dbf7c8b0fc_2017-05-21,4.7498
air_17bed6dbf7c8b0fc_2017-05-22,4.0000
air_17bed6dbf7c8b0fc_2017-05-23,15.1859
air_17bed6dbf7c8b0fc_2017-05-24,19.7933
air_17bed6dbf7c8b0fc_2017-05-25,16.4629
air_17bed6dbf7c8b0fc_2017-05-26,13.0252
air_17bed6dbf7c8b0fc_2017-05-27,27.5161
air_17bed6dbf7c8b0fc_2017-05-28,4.7498
air_17bed6dbf7c8b0fc_2017-05-29,4.0000
air_17bed6dbf7c8b0fc_2017-05-30,15.1859
air_17bed6dbf7c8b0fc_2017-05-31,19.7933
air_1979eaff8189d086_2017-04-23,3.7987
air_1979eaff8189d086_2017-04-24,8.3314
air_1979eaff8189d086_2017-04-25,5.9528
air_1979eaff8189d086_2017-04-26,6.3982
air_1979eaff8189d086_2017-04-27,5.5075
air_1979eaff8189d086_2017-04-28,13.4279
air_1979eaff8189d086_2017-04-29,13.9522
air_1979eaff8189d086_2017-04-30,3.7987
air_1979eaff8189d086_2017-05-01,8.3314
air_1979eaff8189d086_2017-05-02,5.9528
air_1979eaff8189d086_2017-05-03,1.0000
air_1979eaff8189d086_2017-05-04,10.7399
air_1979eaff8189d086_2017-05-05,14.7401
air_1979eaff8189d086_2017-05-06,13.9522
air_1979eaff8189d086_2017-05-07,3.7987
air_1979eaff8189d086_2017-05-08,8.3314
air_1979eaff8189d086_2017-05-09,5.9528
air_1979eaff8189d086_2017-05-10,6.3982
air_1979eaff8189d086_2017-05-11,5.5075
air_1979eaff8189d086_2017-05-12,13.4279
air_1979eaff8189d086_2017-05-13,13.9522
air_1979eaff8189d086_2017-05-14,3.7987
air_1979eaff8189d086_2017-05-15,8.3314
air_1979eaff8189d086_2017-05-16,5.9528
air_1979eaff8189d086_2017-05-17,6.3982
air_1979eaff8189d086_2017-05-18,5.5075
air_1979eaff8189d086_2017-05-19,13.4279
air_1979eaff8189d086_2017-05-20,13.9522
air_1979eaff8189d086_2017-05-21,3.7987
air_1979eaff8189d086_2017-05-22,8.3314
air_1979eaff8189d086_2017-05-23,5.9528
air_1979eaff8189d086_2017-05-24,6.3982
air_1979eaff8189d086_2017-05-25,5.5075
air_1979eaff8189d086_2017-05-26,13.4279
air_1979eaff8189d086_2017-05-27,13.9522
air_1979eaff8189d086_2017-05-28,3.7987
air_1979eaff8189d086_2017-05-29,8.3314
air_1979eaff8189d086_2017-05-30,5.9528
air_1979eaff8189d086_2017-05-31,6.3982
air_1ab60ce33bfed8a8_2017-04-23,2.7419
air_1ab60ce33bfed8a8_2017-04-24,8.8448
air_1ab60ce33bfed8a8_2017-04-25,9.3762
air_1ab60ce33bfed8a8_2017-04-26,11.7943
air_1ab60ce33bfed8a8_2017-04-27,8.3256
air_1ab60ce33bfed8a8_2017-04-28,9.7145
air_1ab60ce33bfed8a8_2017-04-29,8.2934
air_1ab60ce33bfed8a8_2017-04-30,2.7419
air_1ab60ce33bfed8a8_2017-05-01,8.8448
air_1ab60ce33bfed8a8_2017-05-02,9.3762
air_1ab60ce33bfed8a8_2017-05-03,16.0000
air_1ab60ce33bfed8a8_2017-05-04,4.8656
air_1ab60ce33bfed8a8_2017-05-05,13.0000
air_1ab60ce33bfed8a8_2017-05-06,8.2934
air_1ab60ce33bfed8a8_2017-05-07,2.7419
air_1ab60ce33bfed8a8_2017-05-08,8.8448
air_1ab60ce33bfed8a8_2017-05-09,9.3762
air_1ab60ce33bfed8a8_2017-05-10,11.7943
air_1ab60ce33bfed8a8_2017-05-11,8.3256
air_1ab60ce33bfed8a8_2017-05-12,9.7145
air_1ab60ce33bfed8a8_2017-05-13,8.2934
air_1ab60ce33bfed8a8_2017-05-14,2.7419
air_1ab60ce33bfed8a8_2017-05-15,8.8448
air_1ab60ce33bfed8a8_2017-05-16,9.3762
air_1ab60ce33bfed8a8_2017-05-17,11.7943
air_1ab60ce33bfed8a8_2017-05-18,8.3256
air_1ab60ce33bfed8a8_2017-05-19,9.7145
air_1ab60ce33bfed8a8_2017-05-20,8.2934
air_1ab60ce33bfed8a8_2017-05-21,2.7419
air_1ab60ce33bfed8a8_2017-05-22,8.8448
air_1ab60ce33bfed8a8_2017-05-23,9.3762
air_1ab60ce33bfed8a8_2017-05-24,11.7943
